#名称,分类号,装备外观,物品外观,特殊能量,最低防御,最大防御,最低魔御,最大魔御,最低攻击,最大攻击,最低魔法,最大魔法,最低道术,最大道术,魔法命中,中毒命中,重量,最大持久,价格,需求类型,需求等级,,,,,,
#衣服,,,,,,,,,,,,,,,,,,,,,,,,,,,
荣誉勋章54号,30,0,214,0,0,0,0,0,0,0,1,4,0,0,0,0,0,50,10000,0,28,,,,,,
荣誉勋章55号,30,0,214,0,0,0,0,0,0,0,0,0,1,4,0,0,0,50,10000,0,28,,,,,,
#神饰勋章类,,,,,,,,,,,,,,,,,,,,,,,,,,,
赤日神饰,30,1,492,0,0,0,0,0,0,0,0,0,3,0,0,0,1,25,15000,0,5,,,,,,
玄天神饰,30,1,492,0,0,0,0,0,0,0,0,0,3,0,0,0,1,30,15000,0,5,,,,,,
苍月神饰,30,1,492,0,0,0,0,0,0,0,0,0,2,0,0,0,1,25,15000,0,0,,,,,,
寒星神饰,30,1,492,0,0,0,0,0,0,0,0,0,2,0,0,0,1,25,15000,0,0,,,,,,
#七星珠,,,,,,,,,,,,,,,,,,,,,,,,,,,
一星珠,45,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8000,0,0,,,,,,
二星珠,45,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8000,0,0,,,,,,
三星珠,45,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8000,0,0,,,,,,
四星珠,45,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8000,0,0,,,,,,
五星珠,45,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8000,0,0,,,,,,
六星珠,45,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8000,0,0,,,,,,
七星珠,45,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8000,0,0,,,,,,
#宝箱钥匙,,,,,,,,,,,,,,,,,,,,,,,,,,,
神秘宝箱,49,53,949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,
赤金宝箱,49,53,935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,
白银宝箱,49,53,936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,
青木宝箱,49,53,945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,
神秘钥匙,46,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,,,,,,,
赤金钥匙,46,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,,,,,,,
白银钥匙,46,0,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,,,,,,,
青木钥匙,46,0,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,,,,,,,
神秘钥匙串,31,144,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,,,,,,,
赤金钥匙串,31,145,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,,,,,,,
白银钥匙串,31,146,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,,,,,,,
青木钥匙串,31,147,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,,,,,,,
#杂物,,,,,,,,,,,,,,,,,,,,,,,,,,,
战士神油,3,10,181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000,0,0,,,,,,
攻击神水,3,12,218,0,0,0,0,180,5,0,0,0,0,0,0,0,1,1,500,0,0,,,,,,
魔力神水,3,12,219,0,0,0,0,180,0,0,3,0,0,0,0,0,1,1,500,0,0,,,,,,
精神神水,3,12,220,0,0,0,0,180,0,0,0,0,3,0,0,0,1,1,500,0,0,,,,,,
极速神水,3,12,221,0,0,1,0,180,0,0,0,0,0,0,0,0,1,1,500,0,0,,,,,,
体力强效神水,3,12,207,0,50,0,0,180,0,0,0,0,0,0,0,0,1,1,500,0,0,,,,,,
魔力强效神水,3,12,208,0,0,0,50,180,0,0,0,0,0,0,0,0,1,1,500,0,0,,,,,,
解除神水,3,13,224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3000,0,0,,,,,,
鹿肉,46,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,100,0,0,,,,,,
猪肉,40,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,100,0,0,,,,,,
兔肉,40,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,80,0,0,,,,,,
蝎尾,42,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80,0,0,,,,,,
叶子,42,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80,0,0,,,,,,
蛆卵,42,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,,,,,,
木材,48,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,150,0,0,,,,,,
道符,34,5,187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100*100,1000,0,0,,,,,,
道符（大）,34,5,239,0,0,0,0,0,0,0,0,0,0,0,0,0,3,200*100,2000,0,0,,,,,,
道符包,35,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6000,0,0,,,,,,
金条,47,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,10000,0,0,,,,,,
金砖,47,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,70000,0,0,,,,,,
赏金令牌,46,1,487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30000,0,0,,,,,,
马牌(空),32,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,20,,,,,,
马牌,33,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,5000,0,20,,,,,,
战斗号角,44,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,,,,,,
家禽百科,47,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20000,0,0,,,,,,
铁血令,55,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,50000,0,0,,,,,,
灵符,44,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,0,1,0,78,,
宝盒,46,1,303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000,0,0,,,,,,
骑兵竞技入场牌,46,1,260,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4000,0,0,,,,,,
马牌6,33,0,258,0,184,223,205,183,180,243,194,237,0,0,0,0,1,20,5000,0,20,,,,,,
马牌5,33,0,258,0,211,173,199,215,177,166,194,237,0,0,0,0,1,20,5000,0,20,,,,,,
马牌4,33,0,258,0,187,198,189,240,177,166,194,237,0,0,0,0,1,20,5000,0,20,,,,,,
马牌3,33,0,258,0,206,218,230,237,0,0,0,0,0,0,0,0,1,20,5000,0,20,,,,,,
马牌2,33,0,258,0,209,169,193,250,0,0,0,0,0,0,0,0,1,20,5000,0,20,,,,,,
马牌1,33,0,258,0,212,230,186,236,194,237,0,0,0,0,0,0,1,20,5000,0,20,,,,,,
蓝魔之泪,44,1,262,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8000,0,0,,,,,,
声望令牌(一),44,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20000,0,0,,,,,,
声望令牌(十),44,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28000,0,0,,,,,,
声望令牌(四十),44,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80000,0,0,,,,,,
琥珀钥匙,46,1,765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,0,0,,,,,,
星辰精华,46,1,776,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,0,0,,,,,,
远古宝盒,46,1,823,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,0,0,,,,,,
火玫瑰,5,49,290,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,20000,0,0,,,,,,
魔神雕像,44,1,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,0,1,,,,,,
火把,30,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,20,0,0,,,,,,
果实,42,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,,,,,,
骑兵竞技入场牌,46,1,260,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4000,0,0,,,,,,
彩票,3,11,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,455,0,0,,,,,,
铁矿,43,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,1000,0,0,,,,,,
金矿,43,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6000,0,0,,,,,,
银矿,43,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2500,0,0,,,,,,
铜矿,43,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,500,0,0,,,,,,
黑铁矿石,43,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10000,2000,0,0,,,,,,
6级金刚卷轴,3,201,791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10000,0,0,,,,,,
7级金刚卷轴,3,201,791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,20000,0,0,,,,,,
5级宝宝卷轴包,31,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,20000,0,0,0,10000,0,78,#stone.gohome1,
回城石,3,15,729,0,218,1,222,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,10000,0,78,#stone.gohome2,
回城神石,3,17,729,0,218,1,222,0,0,0,0,0,0,0,0,0,1,100*1,0,0,0,0,10000,0,78,#stone.gohome2,
回城神石(大),3,17,942,0,218,1,222,0,0,0,0,0,0,0,0,0,1,300*1,0,0,0,0,10000,0,78,#stone.RandomTeleport,
随机神石,3,201,888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128*1,0,0,0,0,10000,0,78,,
见证石,44,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,,,,,,
豹魔石,49,51,811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000,0,0,,,,,,
兽名魔咒,37,0,911,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10*1,4000,0,0,,,,,,
千里传音卷轴,3,201,735,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10*1,30000,0,0,,,,,,
#人偶,,,,,,,,,,,,,,,,,,,,,,,,,,,
雄稻草人偶(小),25,1,270,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50*100,5000,0,0,,,,,,
雄稻草人偶(中),25,1,271,1,0,0,0,0,0,0,0,0,0,0,0,0,2,100*100,10000,0,0,,,,,,
雄稻草人偶(大),25,1,272,1,0,0,0,0,0,0,0,0,0,0,0,0,3,150*100,15000,0,0,,,,,,
雌稻草人偶(小),25,2,273,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50*100,5000,0,0,,,,,,
雌稻草人偶(中),25,2,274,1,0,0,0,0,0,0,0,0,0,0,0,0,2,100*100,10000,0,0,,,,,,
雌稻草人偶(大),25,2,275,1,0,0,0,0,0,0,0,0,0,0,0,0,3,150*100,15000,0,0,,,,,,
#毒药,,,,,,,,,,,,,,,,,,,,,,,,,,,
红色毒药(少量),25,2,232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50*100,5000,0,0,,,,,,
红色毒药(中量),25,2,233,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100*100,10000,0,1,,,,,,
红色毒药(大量),25,2,173,0,0,0,0,0,0,0,0,0,0,0,0,0,3,150*100,15000,0,1,,,,,,
绿色毒药(少量),25,1,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50*100,5000,0,0,,,,,,
绿色毒药(中量),25,1,231,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100*100,10000,0,1,,,,,,
绿色毒药(大量),25,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,3,150*100,15000,0,1,,,,,,
#卷轴,,,,,,,,,,,,,,,,,,,,,,,,,,,
梦幻国度,44,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10000,0,0,,,,,,
英雄年代,44,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10000,0,0,0,0,0,78,,
鉴定卷轴,62,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5000,0,0,,,,,,
回城卷轴,3,3,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,800,0,0,,,,,,
地牢卷轴,3,1,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,1,,,,,,
随机卷轴,3,2,185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,1,,,,,,
沙城回城卷,3,5,186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,800,0,1,,,,,,
随机传送卷包,35,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,800,0,0,,,,,,
地牢逃脱卷包,35,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,800,0,0,,,,,,
回城卷包,35,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10000,0,0,,,,,,
雪人变幻卷轴,52,72,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,900,1,0,0,#天书.carryto&159,,,,,
黑暗轮回天书,3,201,762,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10*1,50000,0,0,#天书.carryto&240,,,,,
九重云霄天书,3,201,762,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10*1,6000,0,0,#天书.carryto&281,,,,,
魔域八层天书,3,201,762,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10*1,9000,0,0,#天书.carryto&302,,,,,
修罗神殿卷轴,3,201,804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10*1,50000,0,0,0,0,0,78,,
隐形蚕丹,3,200,796,0,0,2,1,2,0,0,0,1,0,0,0,0,1,8,0,0,38,0,1,0,78,,
龙凤阁宝玉,44,1,262,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,78,#冰泉圣水.main,
冰泉圣水,37,201,798,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10*1,0,0,0,0,1,0,78,,
豹神水,46,1,813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,,,,,,
北海玄冰,52,200,797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15000,0,0,,,,,,
隐身蚕甲,3,200,795,0,0,2,1,2,0,0,0,1,0,0,0,0,1,8,15000,0,38,,,,,,
竞争藏宝图,46,1,821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,0,0,,,,,,
五色补天石,46,1,802,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,,,,,,
普通藏宝图,46,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10000,0,0,,,,,,
鞭炮(捆),35,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,78,#marryitem.banger,
鞭炮,3,202,302,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,#magiccolor.color&雷电术&0xFF00FF,,,,,
雷电术(紫),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&雷电术&0x0000FF,,,,,
雷电术(蓝),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&雷电术&0x00FF00,,,,,
雷电术(绿),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&诱惑之光&0xFF0000,,,,,
诱惑之光(红),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&诱惑之光&0x0000FF,,,,,
诱惑之光(蓝),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&诱惑之光&0x00FF00,,,,,
诱惑之光(绿),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&冰箭术&0xFF00FF,,,,,
冰箭术(紫),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&冰箭术&0x0000FF,,,,,
冰箭术(蓝),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&冰箭术&0x00FF00,,,,,
冰箭术(绿),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&半月弯刀&0xFFFF00,,,,,
半月弯刀(黄),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&半月弯刀&0x0000FF,,,,,
半月弯刀(蓝),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&半月弯刀&0x00FF00,,,,,
半月弯刀(绿),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&刺杀剑术&0xFFFF00,,,,,
刺杀剑术(黄),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&刺杀剑术&0x0000FF,,,,,
刺杀剑术(蓝),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&刺杀剑术&0x00FF00,,,,,
刺杀剑术(绿),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&抱月刀&0xFFFF00,,,,,
抱月刀(黄),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&抱月刀&0x0000FF,,,,,
抱月刀(蓝),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&抱月刀&0x00FF00,,,,,
抱月刀(绿),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&治疗术&0xFFFF00,,,,,
治疗术(黄),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&治疗术&0xFF00FF,,,,,
治疗术(紫),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&治疗术&0x00FF00,,,,,
治疗术(绿),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&困魔咒&0xFFFF00,,,,,
困魔咒(黄),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&困魔咒&0x0000FF,,,,,
困魔咒(蓝),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&困魔咒&0x00FF00,,,,,
困魔咒(绿),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&灵魂墙&0xFFFF00,,,,,
灵魂墙(黄),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&灵魂墙&0x0000FF,,,,,
灵魂墙(蓝),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&灵魂墙&0x00FF00,,,,,
灵魂墙(绿),49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#magiccolor.color&雷电术&0xFF00FF,,,,,
雷电术(紫)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&雷电术&0x0000FF,,,,,
雷电术(蓝)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&雷电术&0x00FF00,,,,,
雷电术(绿)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&诱惑之光&0xFF0000,,,,,
诱惑之光(红)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&诱惑之光&0x0000FF,,,,,
诱惑之光(蓝)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&诱惑之光&0x00FF00,,,,,
诱惑之光(绿)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&冰箭术&0xFF00FF,,,,,
冰箭术(紫)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&冰箭术&0x0000FF,,,,,
冰箭术(蓝)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&冰箭术&0x00FF00,,,,,
冰箭术(绿)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&半月弯刀&0xFFFF00,,,,,
半月弯刀(黄)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&半月弯刀&0x0000FF,,,,,
半月弯刀(蓝)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&半月弯刀&0x00FF00,,,,,
半月弯刀(绿)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&刺杀剑术&0xFFFF00,,,,,
刺杀剑术(黄)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&刺杀剑术&0x0000FF,,,,,
刺杀剑术(蓝)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&刺杀剑术&0x00FF00,,,,,
刺杀剑术(绿)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&抱月刀&0xFFFF00,,,,,
抱月刀(黄)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&抱月刀&0x0000FF,,,,,
抱月刀(蓝)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&抱月刀&0x00FF00,,,,,
抱月刀(绿)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&治疗术&0xFFFF00,,,,,
治疗术(黄)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&治疗术&0xFF00FF,,,,,
治疗术(紫)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&治疗术&0x00FF00,,,,,
治疗术(绿)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&困魔咒&0xFFFF00,,,,,
困魔咒(黄)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&困魔咒&0x0000FF,,,,,
困魔咒(蓝)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&困魔咒&0x00FF00,,,,,
困魔咒(绿)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&灵魂墙&0xFFFF00,,,,,
灵魂墙(黄)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&灵魂墙&0x0000FF,,,,,
灵魂墙(蓝)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#magiccolor.color&灵魂墙&0x00FF00,,,,,
灵魂墙(绿)天,49,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,1,0,78,,
豹粮,49,52,812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,78,,
豹粮(捆),35,52,815,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,10000,0,78,#marryitem.candle
龙凤花烛,3,202,505,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#marryitem.rose&18
超级心花怒放,3,202,503,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#marryitem.rose&7
心花怒放,3,202,503,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#marryitem.rose&19
心心相印结,3,202,503,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,,,,,,
#焰火卷轴,,,,,,,,,,,,,,,,,,,,,,0,0,10000,0,78,#焰火.焰火&7
姹紫嫣红,3,202,508,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#焰火.焰火&3
红色恋人,3,202,509,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#焰火.焰火&4
蓝色妖姬,3,202,510,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#焰火.焰火&6
金碧辉煌,3,202,503,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#焰火.焰火&12
痴心一片,3,202,503,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#焰火.焰火&10
天若有情,3,202,503,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#焰火.焰火&9
双宿双飞,3,202,503,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#焰火.焰火&8
花开并蒂,3,202,503,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#焰火.焰火&11
地久天长,3,202,503,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#焰火.焰火&13
两心缠绵,3,202,503,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#焰火.焰火&1
五色彩花,3,202,503,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#焰火.焰火&15
火热的心,3,202,503,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,1,0,78,,
红粉佳人,3,202,511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,78,,
真心一世,52,14,503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50000,0,0,0,0,0,78,#changeweather.weather&5&紫樱缤纷,
紫樱缤纷卷轴,3,202,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#changeweather.weather&9&流星幻雨,
流星幻雨卷轴,3,202,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#changeweather.weather&7&心语心愿,
心语心愿卷轴,3,202,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#changeweather.weather&4&玫瑰花雨,
玫瑰花雨卷轴,3,202,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#changeweather.weather&6&飞雪连天,
